"","11874.X15.1095","11874.X15.1","11874.X15.515","11874.X15.1053","11874.X15.1092","11874.X15.2","11874.X15.1083","11874.X15.489","11874.X15.85","11874.X15.910","11874.X15.376","11874.X15.909","11874.X15.920","11874.X15.1055","11874.X15.1062","11874.X15.1227","11874.X15.1231","11874.X15.1239","11874.X15.1261","11874.X15.551","11874.X15.696","11874.X15.698","11874.X15.794","11874.X15.959","11874.X15.960","11874.X15.1085","11874.X15.850","11874.X15.1245","11874.X15.1081","11874.X15.1086","11874.X15.1254","11874.X15.1255","11874.X15.1256","11874.X15.1281","11874.X15.487","11874.X15.527","11874.X15.7","11874.X15.848","11874.X15.865","11874.X15.492","11874.X15.1251","11874.X15.1091","11874.X15.1253","11874.X15.1280","11874.X15.15","11874.X15.1262","11874.X15.146","11874.X15.231","11874.X15.293","11874.X15.303","11874.X15.587","11874.X15.73","11874.X15.149","11874.X15.261","11874.X15.248","11874.X15.218","11874.X15.311","11874.X15.304","11874.X15.317","11874.X15.104","11874.X15.110","11874.X15.123","11874.X15.128","11874.X15.134","11874.X15.188","11874.X15.206","11874.X15.212","11874.X15.224","11874.X15.236","11874.X15.243","11874.X15.256","11874.X15.267","11874.X15.275","11874.X15.281","11874.X15.286","11874.X15.297","11874.X15.301","11874.X15.306","11874.X15.308","11874.X15.320","11874.X15.327","11874.X15.338","11874.X15.418","11874.X15.440","11874.X15.450","11874.X15.470","11874.X15.49","11874.X15.584","11874.X15.585","11874.X15.61","11874.X15.68","11874.X15.829","11874.X15.834","11874.X15.99","11874.X15.136","11874.X15.325","11874.X15.412","11874.X15.194","11874.X15.163","11874.X15.295","11874.X15.142","11874.X15.424","11874.X15.322","11874.X15.446","11874.X15.80","11874.X15.181","11874.X15.144","11874.X15.448","11874.X15.55","11874.X15.42"
"57366",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,68,0,0,126,0,0,134,0,124,341,2,0,985,995,93,0,750,0,0,0,5,0,0,3,1,23,97,129,3,108,153,14,10,1,33,1,2,16,0,292,5,0,1,0,21,3,199,3,0,0,0,46,1,0,0,0,114,307,1,0,6,71,167
"797229",4,5,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,1,1,0,9,0,0,1,4,6,0,0,0,0,0,0,4,3,0,6,0,2,3,0,31,3,0,0,0,0,22,5,0,17,3,0,0,13,41,2,2,0,11,0,0,0,1,5,1,2,1,3,1,0,0,0,1,0,7,1,0,0,1,0,0
"4328910",1,1,7,4,3,0,4,0,0,0,4,6,0,1,2,1,0,1,1,0,2,0,0,1,0,2,0,0,0,5,2,0,2,1,6,1,1,0,1,2,0,3,0,0,1,5,1,0,2,22,2,0,1,4,3,5,0,89,0,0,4,4,0,0,0,4,1,1,2,0,1,0,16,4,0,5,0,0,0,0,16,8,0,1,1,6,0,2,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,0
"191251",4,14,4,12,17,4,7,12,1,5,0,0,1,0,13,11,9,45,10,4,4,22,4,2,6,1,4,0,2,6,0,0,1,0,0,5,2,5,1,2,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,48,0,10,0,0,12,0,0,0,0,0,0,2,4,0,3,2,0,7,0,0,1,0,11,3,5,0,0,0,0,0,0,0,3,0,9,1,0,0,11,0,0,2,1,0,1,0,0,0,0,0,0,0
"4349261",1,6,22,9,8,8,42,0,8,3,0,4,1,3,0,38,2,29,20,9,16,1,19,10,5,22,0,21,0,0,0,0,0,0,0,18,0,0,1,0,6,0,0,0,0,3,1,6,0,0,25,0,0,0,4,7,0,10,29,0,4,192,0,3,0,1,3,65,1,0,44,4,7,8,12,3,51,0,3,0,4,2,0,157,4,0,3,9,3,67,0,7,0,8,9,7,21,0,18,18,1,5,0,2,2,4,0,0,3,9
"291045",2,0,0,520,21,0,124,0,0,0,0,0,0,0,1642,0,7,740,237,0,0,54,0,6,17,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,55,0,7,0,111,9,0,0,91,223,0,61,0,0,0,8,29,0,6,1,2,15,0,0,290,3,0,1,0,0,11,92,25,0,1,0,0,10,58,22,1,28,2,3,27,31,3,0,0,135,0,6,6,0,1,9,0,0,90,114,0
"179744",3,0,20,80,4,0,0,0,3,2,1,2,9,1,372,17,0,370,3,0,10,14,2,19,10,3,92,2,0,0,5,0,0,0,0,4,0,0,6,0,3,46,0,1,0,0,9,21,0,8,7,5,0,0,4,6,0,0,171,5,4,2,1,26,0,41,2,35,4,0,7,11,12,19,3,22,5,1,2,5,4,7,1,51,0,0,6,8,1,693,34,59,33,10,2,10,0,1,23,14,31,8,0,0,37,10,0,0,23,1
"297856",0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,6,1,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,7,0,0,0,4,1,0,0,0,0,0,32,2,1,3,2,0,9,27,0,2,1,5,32,0,4,0,0,4,0,0,1,0,24,2,0,0,5,3,3,2,0,14,3,5,0,13,0,5,0,0,5,0,2,3,0,0,0,0,0
"291266",0,5,0,0,0,0,4,2,0,1,5,1,1,2,1,1,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,6,16,0,0,26,0,0,2,0,9,0,2,1,0,4,1,0,0,3,1,0,0,0,4,11,0,0,111,0,12,9,2,12,1,1,5,35,2,0,10,67,25,21,0,7,1,0,0,6,0,2,0,296,5,0,1,11,14,5,2,32,0,7,15,21,10,1,24,0,0,0,3,32,13,0,0,4,0,0
"174516",1,3,6,0,0,0,0,0,1,2,0,6,6,3,0,0,0,0,0,0,1,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,1,0,28,0,0,24,0,0,0,33,0,0,1,0,0,1,37,0,11,3,36,0,0,0,2,3,5,13,44,0,0,0,0,13,0,0,7,0,0,0,0,3,51,1,4,0,12,20,4,0,0,0,7,0,1,0,0,18,0,0,2,0,2,15,3
"4484075",0,5,2,0,1,0,4,1,1,2,0,2,2,2,0,4,5,20,9,0,1,2,7,9,0,1,1,0,0,1,1,0,0,0,1,4,0,1,0,2,2,2,0,0,0,0,1,1,0,0,2,0,0,4,5,2,0,1,2,0,3,9,1,3,0,4,4,3,0,0,3,2,2,20,0,17,0,0,7,0,0,0,0,19,2,0,2,5,3,2,0,2,2,2,0,0,5,0,2,2,0,3,0,0,1,0,0,2,0,1
"4330852",0,0,44,13,8,0,32,0,3,0,1,0,0,0,5,0,7,12,76,6,8,16,1,0,6,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,4,0,0,0,17,0,0,10,0,0,0,15,4,0,5,7,0,10,101,6,48,6,24,38,44,0,1,17,32,9,102,8,47,3,0,26,4,32,2,1,102,3,0,3,6,16,18,25,19,0,9,1,7,8,0,23,2,1,23,0,6,5,3,0,6,0,3
"188079",0,1,4,0,0,27,1,1,2,0,3,0,1,1,0,0,10,0,2,0,0,0,0,0,0,10,0,13,2,4,4,15,31,21,0,0,2,1,0,0,4,0,5,7,1,20,3,0,0,1,5,0,0,0,0,0,0,0,48,0,0,2,0,0,0,0,0,1,0,0,0,4,0,1,4,56,0,0,0,0,0,0,0,3,10,0,0,0,0,2,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
"229919",34,23,12,0,0,0,0,0,0,0,9,0,0,0,6,0,1,12,1,0,24,0,0,0,0,22,2,6,7,13,209,200,36,3,7,87,16,5,72,0,0,0,0,5,0,0,0,0,0,0,170,1,0,0,8,53,0,0,0,0,0,45,25,0,1,1,0,156,3,0,0,25,0,0,0,0,3,0,1,6,0,2,0,0,22,0,2,15,0,355,0,0,0,84,1,4,14,17,0,0,0,2,0,0,5,3,0,9,32,2
"192015",1,11,7,3,1,6,2,0,1,8,41,12,3,0,1,1,10,12,5,3,1,4,7,27,26,18,9,6,2,7,7,54,43,29,5,5,2,0,1,4,54,5,12,26,1,38,1,5,0,1,0,0,0,0,0,2,0,1,9,0,0,1,0,4,1,0,0,5,0,0,0,1,1,10,0,6,0,0,0,0,0,0,0,0,0,0,0,1,4,6,4,0,8,1,0,4,8,0,3,6,3,0,0,0,0,0,0,0,0,0
"2943548",6,23,10,0,0,1,0,0,2,58,0,6,49,2,0,11,3,12,4,10,1,0,8,52,27,5,0,11,0,0,0,0,0,0,0,3,0,0,16,0,7,0,0,0,0,0,0,0,0,4,3,1,0,0,0,3,0,3,36,0,0,11,1,2,1,6,7,22,0,3,4,3,1,37,3,26,0,0,2,3,6,1,0,19,0,0,0,5,4,7,0,1,1,4,1,3,10,2,6,3,0,1,2,2,0,0,0,1,1,1
"4483015",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,1,0,0,3,2,2,0,0,2,2,2,2,0,0,2,0,0,2,0,1,1,1,0,3,0,0,0,0,1,0,3,12,2,0,1,3,3,4,0,2,1,3,1,1,2,2,3,2,2,1,2,1,1,1,1,0,2,0
"323135",35,172,40,880,182,826,137,281,71,55,259,10,73,41,0,30,0,0,2,11,3,0,5,0,29,59,269,0,2,0,0,0,1,141,0,138,0,0,2,243,0,46,0,131,32,53,53,392,0,1,15,138,0,155,14,122,0,64,3,0,4,30,47,83,0,0,0,0,0,0,0,1,0,18,31,1,0,0,0,0,0,575,0,4,34,0,0,0,0,0,1,0,189,262,0,22,408,26,2,811,71,10,124,1,43,432,0,12,19,0
"184561",2,4,0,1,2,8,3,0,3,2,12,0,1,0,0,0,1,4,1,0,1,0,0,3,6,6,1,1,1,4,4,5,1,0,2,0,1,0,1,3,0,3,0,2,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0
"4338990",0,0,40,0,0,0,0,0,27,1,0,2,6,15,4,27,2,4,2,90,46,4,243,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,13,0,0,10,0,0,19,219,1,10,234,3,58,3,0,40,12,0,0,3,1,27,138,35,820,18,0,0,8,3,4,0,19,28,0,14,67,3,19,0,21,0,23,2,6,98,0,0,2,1,2,0,108,35,0,0,21,16,30
"332241",0,0,4,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,53,0,8,3,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,7,0,0,2,0,0,0,14,5,0,0,0,0,25,35,0,2,8,0,11,25,6,0,5,3,9,40,1,0,6,0,0,0,0,3,0,82,8,0,3,1,20,29,0,3,0,6,17,0,0,0,1,0,0,16,0,5,0,0,1,4,0,0
"4414476",396,27,3,3,0,0,0,1,35,26,4,19,38,3,131,136,60,34,146,7,9,5,135,3,49,11,10,8,287,21,6,3,2,0,27,239,0,267,149,1,1,0,0,2,4,13,0,0,0,3,24,0,0,29,0,24,244,31,140,0,0,2,0,4,2,0,4,0,0,0,3,0,0,230,1,4,0,17,0,7,4,0,0,0,10,0,4,0,0,334,13,0,6,21,0,4,0,1,0,4,0,1,0,0,36,25,0,2,8,6
"4472399",11,27,11,0,1,115,1,6,2,6,35,7,12,8,1,8,3,3,10,2,9,1,4,7,20,21,16,9,31,37,9,169,18,15,35,4,15,3,25,20,3,44,1,35,24,28,1,17,0,41,1,6,7,1,0,7,18,17,2,3,0,1,0,8,0,1,2,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,30,0,2,0,2,0,0,40,0,0,97,3,0,20,6,4,0,13,7,0,0,0,0,0,0,0,6,0
"198128",1,6,0,0,0,0,1,0,0,4,20,2,4,0,1,0,2,1,3,0,0,1,0,11,2,2,0,2,0,0,1,17,9,10,0,0,0,0,5,0,39,0,3,9,0,13,0,2,0,1,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,2,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"199681",2,0,1,1,0,2,1,0,1,0,9,3,2,1,0,0,1,1,0,0,0,1,0,4,2,1,0,0,0,0,3,8,3,16,0,0,0,0,2,0,24,3,4,9,0,6,0,1,2,0,0,0,9,0,0,2,3,2,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,3,0,0,0,1,1,2,0,0,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0
"3931537",132,55,15,1,1,82,9,7,28,50,53,0,15,4,8,12,126,20,37,30,12,0,21,6,11,26,16,23,30,27,139,161,66,405,12,28,6,21,109,16,15,0,17,34,14,82,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,2,0,0,8,10,0,0,206,0,0,0,1,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0
"1667433",14,27,4,0,0,4,2,0,0,0,6,0,0,0,8,0,5,20,0,0,0,2,0,14,18,1,19,1,1,2,2,7,3,0,0,22,0,3,15,0,1,16,1,6,0,10,18,104,0,87,75,0,0,21,2,24,0,54,663,0,8,14,2,2,18,1,0,85,1,0,0,0,13,22,14,17,30,94,5,8,7,71,0,131,46,0,5,36,0,618,23,5,1,129,47,21,22,13,2,0,8,0,2,0,7,1,0,0,7,18
"4446320",8,50,35,356,158,190,351,16,5,38,4577,18,155,9,162,27,319,90,21,3,22,41,10,137,68,31,0,12,20,277,643,28,24,3406,0,9,0,5,2,12,315,10,1627,2161,50,8,63,10,0,572,82,122,0,0,12,138,1,1043,768,0,44,5,387,62,9,110,31,12,166,8,12,424,541,154,15,130,9,0,0,11,16,435,2,472,9,2,1,42,47,175,184,82,156,147,121,0,375,0,53,1,18,6,1,0,0,22,0,43,1,1
"4428714",4,4,135,0,0,0,0,0,57,19,0,27,11,20,26,61,958,56,279,52,162,1,52,11,4,530,0,16,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,11,0,0,0,0,83,0,0,1,53,7,0,0,0,0,18,37,29,4,0,0,28,21,12,0,0,32,34,106,0,0,9,0,0,2,22,5,0,58,32,0,0,17,4,32,1,0,1502,71,0,0,0,0,27,0,0,24,0,2,7,7,0,2,2,4
"2582660",6,360,34,23,27,18,85,4,33,70,700,80,46,35,42,57,156,257,33,25,5,41,27,378,80,82,220,26,110,174,512,1340,1306,327,46,69,43,48,48,79,346,68,125,456,26,229,47,69,6,537,32,1,0,12,25,72,47,79,80,5,21,32,71,78,19,5,46,88,28,0,33,75,71,222,19,29,32,7,18,6,10,102,49,213,17,0,35,181,27,145,19,1,15,86,110,9,249,29,14,19,24,13,31,27,56,23,6,10,26,5
"4217963",6,6,1,0,0,0,5,2,7,9,6,4,17,0,0,2,0,0,0,0,2,0,0,0,0,6,0,1,3,2,92,4,0,0,12,20,12,4,17,3,0,7,0,15,2,0,1,0,0,1,4,0,0,10,0,7,12,0,4,0,2,0,0,0,2,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,3,0,0,1,0,1,3,0,24,4,2,0,0,9,0,1,28,0,4,2,2,0,2,0,18,0,0,0,7
"190675",1,4,3,1,1,2,1,1,7,1,5,6,3,5,0,4,0,6,2,0,1,3,0,2,8,3,1,0,0,0,0,8,6,20,0,1,0,0,2,1,0,3,0,2,0,5,11,12,1,4,11,11,0,4,0,6,14,20,7,0,1,2,2,1,0,3,3,0,2,0,0,0,3,8,1,20,2,1,1,4,3,0,0,5,0,0,0,1,3,14,6,6,3,0,0,1,9,6,0,3,6,2,2,0,1,8,0,1,6,1
"194373",0,0,26,0,0,0,0,0,4,0,0,1,1,2,0,0,2,10,1,7,3,0,10,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,8,0,30,0,0,0,0,1,95,21,0,0,0,5,6,0,0,1,31,0,0,0,81,0,0,24,1,59,1,0,4,0,0,0,4,0,0,1,0,0,0,0,2,8,0,3,0,2,0,5,2,7,0,0,1,11,0
"163243",0,0,0,2,9,0,52,0,0,0,517,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0,0,282,0,0,0,0,0,1,58,1253,322,390,0,0,23,0,0,0,8,0,0,0,0,143,0,8,1016,0,13,14,14,27,3,6,0,1,0,0,0,52,0,323,133,1,17,0,0,0,0,0,0,0,24,0,0,12,3,0,0,276,1,0,0,2,1007,0,360,0,0,236,0,65,23,3,0,21,0,0
"198449",74,7,9,24,2,18,6,30,3,10,1,1,3,4,5,7,0,20,20,11,1,29,12,8,4,1,48,1,13,2,34,7,0,0,17,37,2,38,3,5,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"4481195",0,28,1,2,1,4,1,0,5,4,43,4,4,0,2,1,6,11,1,0,0,0,0,18,3,14,8,2,6,14,36,34,35,5,2,1,1,6,5,5,15,0,6,30,4,8,1,3,2,28,4,0,0,1,0,3,2,4,1,0,1,2,0,1,0,0,4,5,1,0,3,1,2,5,0,1,1,0,4,0,0,0,3,9,1,0,0,14,2,4,0,0,1,5,3,0,7,2,3,0,1,1,2,1,3,4,0,1,0,0
"317315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,15,0,11,0,0,1,15,21,10,8,53,22,3,0,4,10,5,0,10,3,1,1,0,6,1,4,3,0,6,5,0,0,5,6,2,0,16,0,12,0,3,3,0,52,0,0,5,0,16,14,0,0,1,0,4
"4466150",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,3,4,0,0,1,1,3,0,3,0,0,1,3,1,1,0,2,1,0,0,1,1,0,0,0,0,1,1,0,2,0,2,6,2,7,0,3,2,0,0,4,0,1,1,1,1,0,3,1,0,1,0,3,0,1,1,1,0,0,0,0
"4442130",0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,2,0,0,0,0,2,1,0,2,0,6,4,23,33,10,1,2,1,1,0,0,0,0,0,3,0,1,6,3,2,3,0,1,2,18,0,4,79,0,1,14,0,1,0,0,0,0,1,1,0,143,0,0,0,0,0,0,2,2,0,0,0,1,8,3,2,40,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
"793109",1,11,72,0,0,0,0,0,0,1,0,0,0,11,247,0,24,186,78,0,144,248,1,21,16,5,0,4,0,0,1,0,0,0,0,8,0,0,4,0,0,0,0,0,1,31,15,0,0,1,189,1,4,0,379,44,1,20,173,0,374,4608,262,172,13,9,203,97,24,0,124,231,140,126,20,764,154,0,1168,7,261,125,1,7203,104,0,3,130,363,308,59,45,1,150,159,43,147,5,133,0,0,5,1,47,146,64,0,205,15,38
"4244333",0,0,0,7,6,0,138,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,13,11,57,0,79,0,0,1367,0,474,146,215,0,0,5,13,0,180,52,0,136,0,1,0,21,0,3,132,1,618,50,212,8,48,7,58,0,13,5,1,42,0,38,1389,168,1,13,1,2,199,9,223,3,0,311,27,26,14,0,110,0,40,66,128
"161423",89,52,11,12,0,127,9,25,30,11,1,8,6,22,14,6,5,26,63,14,2,70,25,29,19,3,19,12,10,1,35,0,0,0,14,66,3,28,10,1,0,30,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"4469007",1,25,3,0,0,2,0,3,14,36,10,26,24,0,1,43,6,7,9,0,4,0,3,33,20,2,1,2,4,0,25,8,5,1,0,28,1,5,12,0,0,0,0,3,1,12,6,0,0,136,11,0,0,3,4,4,0,18,3,0,0,0,7,6,0,0,3,1,1,0,3,2,4,6,0,17,3,0,3,2,3,6,67,9,15,0,0,26,1,5,1,3,10,7,3,4,14,12,0,4,3,1,0,4,5,7,1,3,0,1
"4445673",176,0,1,8,1,0,0,0,0,0,8,0,0,0,9,1,43,0,1,0,0,0,0,2,1,0,0,144,2,0,0,0,0,0,0,16,0,0,82,0,0,0,0,4,0,4,0,8,0,0,20,1,0,120,60,1,1,4,18,0,1,0,1,0,4,2,34,5,2,2,0,6,2,2,0,10,0,1,0,0,22,6,0,29,0,2,5,40,1,49,2,0,13,2,0,0,3,0,2,4,133,0,2,0,0,0,0,5,0,1
"4408801",4,0,0,6,1,0,0,0,8,3,0,1,5,0,2,8,0,0,29,6,5,0,10,0,0,0,0,0,2,3,2,0,0,2,1,7,0,2,0,0,0,2,1,0,0,0,6,2,12,1,4,3,0,6,43,13,40,8,10,0,10,37,3,6,0,15,16,8,1,0,0,3,1,26,5,37,1,0,17,3,18,3,0,29,8,0,8,5,10,8,2,10,0,9,11,1,0,13,12,2,8,2,1,7,4,3,0,0,2,1
"4381430",32,136,52,78,175,518,630,263,177,312,709,473,190,3,9,274,0,31,3,170,104,16,172,13,18,95,84,15,405,592,1987,965,363,267,321,291,109,214,71,222,85,209,119,597,315,2,96,0,378,9,59,18,978,11,39,9,188,438,48,1430,15,42,1,8,6,46,61,91,36,2,6,5,31,162,2,1170,47,2,24,6,1,13,2239,991,9,4,13,31,47,64,1,4,7,128,20,3,8,143,13,78,74,1,6,90,7,3,13,14,34,7
"4310221",0,1,32,0,0,0,0,0,0,0,0,0,0,6,0,0,114,0,197,0,23,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,54,0,0,0,0,0,1,50,23,0,120,1,1,6,145,0,35,0,153,58,36,4,7,31,0,37,187,32,384,10,0,62,0,39,3,1,19,23,0,3,23,21,79,1,305,1,13,0,48,23,0,170,0,0,10,8,2,11,1,0,11,3,20
"3862524",1,0,14,0,0,0,0,0,0,0,0,0,0,337,0,0,12,0,60,0,10,0,0,0,20,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,1,0,0,119,0,0,61,64,139,0,0,0,0,9,359,1,402,33,1,82,24,31,0,20,6,12,520,24,246,74,0,45,62,0,764,0,0,344,0,10,34,10,363,0,383,28,107,258,0,0,139,685,1,237,0,35,112,175,18,1,6,43,21
"4453535",0,2,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,5,1,0,1,2,1,0,0,0,3,4,2,2,13,14,6,0,10,1,0,1,0,0,1,0,9,1,2,1,0,1,4,4,0,0,1,0,10,0,4,1,1,3,2,3,2,1,1,2,1,1,3,0,1,1,4,0,9,0,0,1,1,2,3,3,7,0,2,1,0,3,1,3,1,2,3,1,0,4,1,3,6,5,1,0,2,0,0,3,2,0,1
"314915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,1,0,603,0,0,0,423,146,0,50,1,0,83,1275,0,62,31,81,245,173,44,4,679,130,69,814,50,1682,117,0,813,1,1101,87,0,472,217,0,5,0,81,1,232,222,0,107,110,0,34,0,904,0,78,681,24,410,76,79,0,53,13,35
"4464173",120,158,16,4,0,199,2,73,32,95,2,68,127,8,7,369,16,75,214,19,21,3,77,50,41,2,11,41,25,95,18,2,0,3,15,736,7,21,50,39,1,4,0,1,5,28,2,2,0,4,1,2,0,1,0,10,1,0,5,51,0,1,0,0,11,0,0,17,1,0,0,0,0,0,0,0,10,0,0,1,2,47,1,0,0,0,1,2,0,5,1979,11,6,52,1,1,0,0,3,1,6,2,2,4,17,80,0,0,6,0
"933546",1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,1,0,2,0,0,0,1,1,0,1,1,2,0,0,2,2,2,0,1,1,1,1,0,0,0,0,1,0,4,0,0,1,0,3,0,2,4,0,1,2,0,1,3,1,2,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"4475758",21,3,17,0,0,0,1,0,0,0,3,0,0,3,0,0,1,0,0,0,2,2,1,0,0,6,0,0,0,0,2,1,0,5,1,14,0,0,18,0,0,2,0,4,0,7,2,1,2,6,1,1,0,3,0,0,0,60,0,4,2,0,0,3,0,9,0,0,0,0,0,0,12,1,0,13,3,0,0,0,1,4,2,1,1,10,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,1,1,0
"4473509",4,2,5,2,2,11,8,4,19,29,3,21,17,2,3,13,0,8,10,3,1,1,7,0,4,5,9,16,11,8,18,7,5,3,2,5,2,1,14,5,2,2,4,2,8,5,2,0,0,0,0,1,0,8,1,0,7,2,8,21,0,1,0,3,0,2,1,10,1,0,2,0,0,12,0,15,1,8,1,0,3,0,1,15,2,19,3,2,10,12,1,2,4,7,0,0,0,7,0,0,0,0,0,0,0,3,0,1,0,2
"1820776",0,0,1,15,6,0,34,0,0,28,0,7,19,0,1,31,3,7,6,28,0,7,120,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,3,0,0,8,11,11,0,1,2,0,0,37,48,11,0,0,8,25,0,0,189,7,0,154,0,373,1,0,42,0,12,3,0,1,12,0,24,51,0,0,10,1,0,0,4,2,8,0,32,1,0,0,0,8,24,0,0,0,0,2
"952003",0,0,2,1,0,0,0,2,2,0,2,0,0,0,0,3,2,0,1,1,0,2,1,0,2,2,1,0,0,0,0,9,13,0,11,0,0,0,0,0,0,0,1,1,0,1,0,0,0,43,0,13,0,12,0,12,0,0,0,0,0,4,0,1,0,4,0,1,0,1,0,1,1,1,3,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,2,2
"4479989",1,3,5,2,1,0,1,0,2,3,5,2,1,1,0,3,2,1,3,1,2,3,9,0,0,1,0,1,1,2,11,27,86,28,5,12,5,1,1,0,0,10,2,10,3,3,6,3,11,6,24,5,4,17,2,16,13,4,6,4,10,8,4,5,4,10,8,4,2,17,2,2,3,8,3,23,0,2,4,2,11,3,10,112,4,28,4,5,7,14,10,6,3,14,6,0,4,403,4,3,11,4,0,4,4,7,8,2,3,2
"1102370",0,0,13,2,7,0,6,0,20,10,0,1,5,1,3,19,5,20,36,127,5,11,74,11,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,7,14,0,0,4,25,6,0,37,13,0,21,67,35,12,2,17,36,65,5,2,23,20,13,137,13,93,2,0,20,4,29,2,0,71,8,0,13,40,17,18,2,30,0,14,0,13,22,1,40,10,3,16,1,57,2,8,0,4,1,1
